@20230812_2311 @20230812_2311 [EP 1/250] lr: 9.97904353425838e-05, took: 108.18s (avg: 108.18s), ETA: 0d:7h:28m:12s [TRAIN] loss: 24119.1035, iou: 0.0035, f1: 0.0070 [EVAL] loss: 16109.2607, iou: 0.0027, f1: 0.0054
@20230812_2312 @20230812_2312 [EP 2/250] lr: 9.958076407201588e-05, took: 61.36s (avg: 61.36s), ETA: 0d:4h:12m:8s [TRAIN] loss: 5439.5059, iou: 0.0099, f1: 0.0189 [EVAL] loss: 5801.9531, iou: 0.0033, f1: 0.0065
@20230812_2313 @20230812_2313 [EP 3/250] lr: 9.937196591636166e-05, took: 61.44s (avg: 61.44s), ETA: 0d:4h:11m:7s [TRAIN] loss: 3377.3694, iou: 0.0432, f1: 0.0804 [EVAL] loss: 4240.1318, iou: 0.0124, f1: 0.0242
@20230812_2314 @20230812_2314 [EP 4/250] lr: 9.916404087562114e-05, took: 61.45s (avg: 61.45s), ETA: 0d:4h:10m:6s [TRAIN] loss: 1991.2859, iou: 0.0854, f1: 0.1536 [EVAL] loss: 6889.2349, iou: 0.0472, f1: 0.0895
@20230812_2316 @20230812_2316 [EP 5/250] lr: 9.895698894979432e-05, took: 61.67s (avg: 61.67s), ETA: 0d:4h:9m:5s [TRAIN] loss: 1498.6024, iou: 0.1170, f1: 0.2043 [EVAL] loss: 3111.1704, iou: 0.1060, f1: 0.1908
@20230812_2317 @20230812_2317 [EP 6/250] lr: 9.875079558696598e-05, took: 61.52s (avg: 61.52s), ETA: 0d:4h:8m:4s [TRAIN] loss: 1232.9559, iou: 0.1447, f1: 0.2469 [EVAL] loss: 4550.4399, iou: 0.1237, f1: 0.2186
@20230812_2318 @20230812_2318 [EP 7/250] lr: 9.854546806309372e-05, took: 61.55s (avg: 61.55s), ETA: 0d:4h:7m:3s [TRAIN] loss: 1123.7946, iou: 0.1638, f1: 0.2749 [EVAL] loss: 4470.5142, iou: 0.1304, f1: 0.2289
@20230812_2319 @20230812_2319 [EP 8/250] lr: 9.834098455030471e-05, took: 61.56s (avg: 61.56s), ETA: 0d:4h:6m:2s [TRAIN] loss: 1042.0321, iou: 0.1809, f1: 0.2998 [EVAL] loss: 5080.5435, iou: 0.1163, f1: 0.2069
@20230812_2321 @20230812_2321 [EP 9/250] lr: 9.813734504859895e-05, took: 61.52s (avg: 61.52s), ETA: 0d:4h:5m:1s [TRAIN] loss: 910.4993, iou: 0.2033, f1: 0.3308 [EVAL] loss: 8408.9736, iou: 0.1234, f1: 0.2171
@20230812_2322 @20230812_2322 [EP 10/250] lr: 9.793455683393404e-05, took: 61.54s (avg: 61.54s), ETA: 0d:4h:4m:0s [TRAIN] loss: 873.9402, iou: 0.2194, f1: 0.3526 [EVAL] loss: 11261.2480, iou: 0.0812, f1: 0.1484
@20230812_2323 @20230812_2323 [EP 11/250] lr: 9.773259807843715e-05, took: 61.40s (avg: 61.40s), ETA: 0d:4h:2m:59s [TRAIN] loss: 832.6867, iou: 0.2326, f1: 0.3703 [EVAL] loss: 6777.9678, iou: 0.1200, f1: 0.2119
@20230812_2324 @20230812_2324 [EP 12/250] lr: 9.753146878210828e-05, took: 61.44s (avg: 61.44s), ETA: 0d:4h:1m:58s [TRAIN] loss: 796.0052, iou: 0.2470, f1: 0.3888 [EVAL] loss: 4736.9370, iou: 0.1691, f1: 0.2866
@20230812_2325 @20230812_2325 [EP 13/250] lr: 9.733116894494742e-05, took: 62.51s (avg: 62.51s), ETA: 0d:4h:4m:54s [TRAIN] loss: 736.9297, iou: 0.2655, f1: 0.4120 [EVAL] loss: 4767.6626, iou: 0.1719, f1: 0.2905
@20230812_2326 @20230812_2326 [EP 14/250] lr: 9.713169129099697e-05, took: 61.72s (avg: 61.72s), ETA: 0d:3h:59m:56s [TRAIN] loss: 728.5819, iou: 0.2753, f1: 0.4240 [EVAL] loss: 4424.9683, iou: 0.1079, f1: 0.1926
