

** [alpha] Launch Training on 20230812_1222 lambda_weight: 0.3

@20230812_1224 @20230812_1224 [EP 1/300] lr: 0.0007867820095270872, took: 108.99s (avg: 108.99s), ETA: 0d:8h:58m:12s [TRAIN] loss: 8597.6543, iou: 0.0091, f1: 0.0173 [EVAL] loss: 4021.3784, iou: 0.0033, f1: 0.0065
@20230812_1225 @20230812_1225 [EP 2/300] lr: 0.0007739338907413185, took: 61.36s (avg: 61.36s), ETA: 0d:5h:2m:58s [TRAIN] loss: 1929.0045, iou: 0.1418, f1: 0.2397 [EVAL] loss: 3497.4160, iou: 0.0203, f1: 0.0385
@20230812_1226 @20230812_1226 [EP 3/300] lr: 0.0007614986388944089, took: 61.40s (avg: 61.40s), ETA: 0d:5h:1m:57s [TRAIN] loss: 1222.7968, iou: 0.2495, f1: 0.3926 [EVAL] loss: 4491.3130, iou: 0.0560, f1: 0.1042
@20230812_1227 @20230812_1227 [EP 4/300] lr: 0.0007494565797969699, took: 61.44s (avg: 61.44s), ETA: 0d:5h:0m:56s [TRAIN] loss: 944.4302, iou: 0.3149, f1: 0.4729 [EVAL] loss: 2139.7476, iou: 0.2812, f1: 0.4360
@20230812_1228 @20230812_1228 [EP 5/300] lr: 0.0007377894944511354, took: 61.57s (avg: 61.57s), ETA: 0d:4h:59m:55s [TRAIN] loss: 810.7645, iou: 0.3601, f1: 0.5238 [EVAL] loss: 2451.6292, iou: 0.2745, f1: 0.4279
@20230812_1229 @20230812_1229 [EP 6/300] lr: 0.000726480211596936, took: 61.91s (avg: 61.91s), ETA: 0d:4h:58m:54s [TRAIN] loss: 733.2235, iou: 0.3886, f1: 0.5543 [EVAL] loss: 2516.0547, iou: 0.2325, f1: 0.3740
@20230812_1231 @20230812_1231 [EP 7/300] lr: 0.0007155122584663332, took: 61.57s (avg: 61.57s), ETA: 0d:4h:57m:53s [TRAIN] loss: 675.7161, iou: 0.4139, f1: 0.5802 [EVAL] loss: 4147.7393, iou: 0.0703, f1: 0.1286
@20230812_1232 @20230812_1232 [EP 8/300] lr: 0.0007048706174828112, took: 61.51s (avg: 61.51s), ETA: 0d:4h:56m:52s [TRAIN] loss: 660.5158, iou: 0.4317, f1: 0.5985 [EVAL] loss: 3674.5720, iou: 0.1239, f1: 0.2139
@20230812_1233 @20230812_1233 [EP 9/300] lr: 0.0006945409113541245, took: 61.54s (avg: 61.54s), ETA: 0d:4h:55m:51s [TRAIN] loss: 601.7300, iou: 0.4519, f1: 0.6178 [EVAL] loss: 2522.7781, iou: 0.2988, f1: 0.4562
@20230812_1234 @20230812_1234 [EP 10/300] lr: 0.0006845095194876194, took: 61.52s (avg: 61.52s), ETA: 0d:4h:54m:50s [TRAIN] loss: 581.8452, iou: 0.4700, f1: 0.6352 [EVAL] loss: 3027.7722, iou: 0.2056, f1: 0.3379
@20230812_1235 @20230812_1235 [EP 11/300] lr: 0.0006747638108208776, took: 61.61s (avg: 61.61s), ETA: 0d:4h:53m:49s [TRAIN] loss: 605.4249, iou: 0.4708, f1: 0.6362 [EVAL] loss: 4493.4795, iou: 0.0759, f1: 0.1378
@20230812_1236 @20230812_1236 [EP 12/300] lr: 0.000665291678160429, took: 61.54s (avg: 61.54s), ETA: 0d:4h:52m:48s [TRAIN] loss: 556.6061, iou: 0.4900, f1: 0.6537 [EVAL] loss: 2109.8467, iou: 0.3295, f1: 0.4910
@20230812_1237 @20230812_1237 [EP 13/300] lr: 0.0006560818874277174, took: 61.55s (avg: 61.55s), ETA: 0d:4h:51m:47s [TRAIN] loss: 551.6392, iou: 0.5027, f1: 0.6654 [EVAL] loss: 2569.3870, iou: 0.2671, f1: 0.4175
@20230812_1238 @20230812_1238 [EP 14/300] lr: 0.0006471234955824912, took: 61.50s (avg: 61.50s), ETA: 0d:4h:50m:46s [TRAIN] loss: 512.9641, iou: 0.5167, f1: 0.6777 [EVAL] loss: 2459.5020, iou: 0.2828, f1: 0.4367
@20230812_1239 @20230812_1239 [EP 15/300] lr: 0.0006384065491147339, took: 62.44s (avg: 62.44s), ETA: 0d:4h:54m:30s [TRAIN] loss: 511.0316, iou: 0.5292, f1: 0.6887 [EVAL] loss: 1461.6444, iou: 0.3920, f1: 0.5590
@20230812_1241 @20230812_1241 [EP 16/300] lr: 0.0006299212691374123, took: 61.64s (avg: 61.64s), ETA: 0d:4h:48m:44s [TRAIN] loss: 541.5024, iou: 0.5259, f1: 0.6858 [EVAL] loss: 272852.9688, iou: 0.0012, f1: 0.0024
@20230812_1242 @20230812_1242 [EP 17/300] lr: 0.0006216585752554238, took: 61.55s (avg: 61.55s), ETA: 0d:4h:47m:43s [TRAIN] loss: 558.8047, iou: 0.5249, f1: 0.6849 [EVAL] loss: 2897.7344, iou: 0.2039, f1: 0.3323
